"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "genenames"
"gene-FE838_RS00510" 31.7289268065013 0.422390084740194 0.314748673690615 1.34199162712084 0.179598710489883 0.392671637420663 "tsaE"
"gene-FE838_RS00515" 9.98401263987147 0.576236581696453 0.489915842205387 1.17619503607495 0.239516947654212 0.467269598870431 NA
"gene-FE838_RS00520" 44.2818188220677 0.133903186162713 0.405289872766585 0.330388680202307 0.741106293673332 0.864812688379711 NA
"gene-FE838_RS00525" 32.0274038493898 0.362197259836709 0.327786391988721 1.10497954975865 0.269168450505442 0.497670373168085 NA
"gene-FE838_RS00530" 104.757629002237 0.40930658934799 0.239861554926325 1.70642848318778 0.0879283311947609 0.246068902132186 NA
"gene-FE838_RS00535" 145.467621587156 0.0500933522998991 0.222433727418939 0.225205740519519 0.821819223864177 0.912505504084599 NA
"gene-FE838_RS00540" 130.818231216114 0.184149881983445 0.298020886969387 0.617909314531906 0.536635118654185 0.726422665849372 NA
"gene-FE838_RS00545" 91.9278740664841 0.174343089232247 0.290451270695202 0.600249015316587 0.548340291838957 0.734062203399464 NA
"gene-FE838_RS00550" 177.045081145175 0.272362160988434 0.234598637913898 1.16097076867256 0.245653787167491 0.473327807784852 NA
"gene-FE838_RS00555" 86.8009262270718 0.0364967588146433 0.316941250638304 0.115153072505206 0.908323793872189 0.958124868517859 NA
"gene-FE838_RS00560" 6.33924455690532 0.948609363206989 0.636592611172447 1.49013567948878 0.136188564400693 0.331716955140581 NA
"gene-FE838_RS00565" 1.12877985441374 0.0989099113299861 1.20639375522492 0.0819880829966212 0.934656189941274 0.970928591713464 NA
"gene-FE838_RS00570" 8.99226042839059 0.200843803343218 0.481398361989399 0.41720915400132 0.676525430136865 0.827920850718845 NA
"gene-FE838_RS00575" 2.67967730265663 0.141031248039996 0.78600010228615 0.179429045403168 0.857600826516991 0.932008342828771 NA
"gene-FE838_RS00580" 0.106447174120543 0.0826367082921161 3.14453272439171 0.0262794874580615 0.979034415897949 NA NA
"gene-FE838_RS00585" 60.6887793571808 0.639550815915465 0.485594643378361 1.31704668623609 0.18782297594203 0.403828316745257 NA
"gene-FE838_RS00590" 8.95167786969856 1.62241027078715 0.49153351448452 3.30071139195585 0.000964400316142707 0.00823925402168712 NA
"gene-FE838_RS00595" 23.4589940564614 0.294051689901688 0.337032411101765 0.872473032906325 0.382950373488614 0.601345016108401 NA
"gene-FE838_RS00600" 5.29316954291989 0.584225465218169 0.522952798029079 1.11716672598372 0.26392304469679 0.492598329096069 NA
"gene-FE838_RS00605" 13.3783043824739 0.575357887708727 0.44609516458399 1.28976490530957 0.19713229641047 0.416656314189822 NA
"gene-FE838_RS00610" 1.66103011783912 -0.266215342604051 1.00753493998919 -0.264224427399915 0.79160698937449 0.896563167248377 NA
"gene-FE838_RS00615" 562.464750824915 0.248651632161808 0.29112664698455 0.854101246784887 0.393048893168669 0.608156130182279 NA
"gene-FE838_RS00620" 177.608593534712 0.408328198764642 0.239666209063819 1.70373704478261 0.088430224049333 0.247015456197026 "trxA"
"gene-FE838_RS00625" 703.614423987511 -0.0883694697121143 0.213875347623505 -0.413182120772869 0.679473186460546 0.830182025983096 "dnaE"
"gene-FE838_RS00630" 151.599379932278 0.54977940645014 0.255592329895562 2.15100119269927 0.0314761055440215 0.121774095857446 NA
"gene-FE838_RS00635" 86.1943854880154 0.532899816562434 0.25164352465102 2.1176774459087 0.0342023942436611 0.128308567634878 "pssA"
"gene-FE838_RS00640" 35.9049214824543 0.783590074979492 0.422782052664918 1.85341376257648 0.0638230762160902 0.197533075260736 NA
"gene-FE838_RS00645" 37.0585364311511 0.31733742837169 0.314449676366481 1.00918351081985 0.312886633096958 0.539303644713751 NA
"gene-FE838_RS00650" 16.6937466569081 0.27607851808725 0.442774031811346 0.623520121443978 0.532942783820353 0.722937365230245 NA
"gene-FE838_RS00655" 17.2193637679627 0.474650194099771 0.345887266197059 1.37226848307666 0.169979873183134 0.382349163325002 NA
"gene-FE838_RS00660" 23.0694746601362 0.035887169217399 0.341396547385601 0.105118723350371 0.916281602528597 0.962065583750248 NA
"gene-FE838_RS00665" 34.3853622424556 0.227698888270389 0.360274489521314 0.632015018806704 0.527377063369434 0.719699621138275 NA
"gene-FE838_RS00670" 122.595001439594 0.183829247110201 0.323709286033499 0.567883761886205 0.570113898653239 0.747642210396856 NA
"gene-FE838_RS00675" 64.7997500743975 -0.142268176093692 0.345535966088405 -0.411731889169803 0.680535948752202 0.830807974103524 NA
"gene-FE838_RS00680" 20.1149313723879 -0.133506421218286 0.378211712941139 -0.352993883188023 0.724093026251324 0.855857492415722 NA
"gene-FE838_RS00685" 103.405403764728 -0.236562108066564 0.240676347810129 -0.982905508659245 0.325653946398019 0.548163966278896 "pyrH"
"gene-FE838_RS00690" 48.3775891436689 0.0592974932263311 0.350355312397081 0.169249590710146 0.865600324641803 0.936562675068496 NA
"gene-FE838_RS00695" 35.6208346837321 -0.0570034499604236 0.45250116994777 -0.125974149341986 0.899752387369902 0.953893423088484 NA
"gene-FE838_RS00700" 21.8654754125506 0.707105156691522 0.390057737500488 1.81282176639462 0.0698593156776133 0.210441755365063 NA
"gene-FE838_RS00705" 166.30504668414 -0.797741560272276 0.438275154141781 -1.82018431283059 0.0687309412345599 0.208588272057699 NA
"gene-FE838_RS00710" 12.8541685762239 -0.208885006369105 0.457147933945845 -0.456930876983577 0.647720729739325 0.806844419328656 NA
"gene-FE838_RS00715" 10.7210893195102 1.56805160522392 0.64543896254937 2.42943437909357 0.0151224021507938 0.0714047114381114 NA
"gene-FE838_RS00720" 404.431329612221 0.0928185768809674 0.176252345233752 0.526623216036464 0.598455266645871 0.767973893098845 "frr"
"gene-FE838_RS00725" 131.567313009892 0.434391066195921 0.214258133142729 2.02741926210358 0.042619553682261 0.149135501602224 "rsgA"
"gene-FE838_RS00730" 80.7862199254925 -1.07557095150572 0.486589060491325 -2.21042978323368 0.0270753486912803 0.11054750123906 NA
"gene-FE838_RS00735" 249.001474602567 -1.98908521411705 0.458639199567364 -4.33692806021237 1.44487888689365e-05 0.000227958592329423 NA
"gene-FE838_RS00740" 99.4941134239237 -1.67805967714146 0.454054373393267 -3.69572407066776 0.00021926100478713 0.00239232248114728 NA
"gene-FE838_RS00745" 185.064720507603 -0.574903923187385 0.351388185895017 -1.63609348937857 0.101820022596664 0.270564003707568 "pelA"
"gene-FE838_RS00750" 35.6159866498886 -0.280341969030182 0.329954988178861 -0.849637008300704 0.395526929790443 0.609787517225443 NA
"gene-FE838_RS00755" 1217.34574789059 -0.267160781090524 0.233785936317002 -1.14275813720577 0.253139024272381 0.481077181276076 NA
"gene-FE838_RS00760" 210.426535083769 0.332757553143505 0.403208754978204 0.825273630681687 0.409216259032702 0.620982354050193 NA
"gene-FE838_RS00765" 179.190743108334 0.337992555777355 0.27128902653758 1.24587625268556 0.212809829579338 0.434174859773912 "hflX"
"gene-FE838_RS00770" 306.506151216835 -1.50701109031639 0.454910974464738 -3.3127604628347 0.000923800630435569 0.00793732306378037 NA
"gene-FE838_RS00775" 554.580837728317 -1.41182502507181 0.447357174749314 -3.15592350980613 0.00159990811162653 0.0125552581099566 NA
"gene-FE838_RS00780" 564.264670282906 -2.04124398866769 0.311935660841985 -6.54379811259126 5.99757505554091e-11 3.12149653465394e-09 NA
"gene-FE838_RS00785" 668.414577069539 -2.28640871221838 0.280317411836326 -8.15649908166741 3.44875129616414e-16 4.87998308407226e-14 NA
"gene-FE838_RS00790" 1610.57664910609 -2.39944132876476 0.294960147799815 -8.13479836738223 4.12624529218456e-16 5.49518784794461e-14 NA
"gene-FE838_RS00795" 3330.42464375802 -2.42539198790663 0.314372154095396 -7.71503441481856 1.20949592647424e-14 1.19056468588595e-12 NA
"gene-FE838_RS00800" 57.9376511214861 0.341957652132085 0.484989298026316 0.705082882289765 0.480758658518451 0.682406020618039 NA
"gene-FE838_RS00805" 1375.60958533327 -1.86834938742523 0.348436545326098 -5.36209365087311 8.22628691199497e-08 2.35750804667805e-06 NA
"gene-FE838_RS00810" 390.498288453646 -1.78807223187323 0.349819858006067 -5.11140860345962 3.19765517880878e-07 7.91201237685581e-06 NA
"gene-FE838_RS00815" 43.5196542421734 -0.250506236877191 0.340024797483963 -0.736729317187539 0.461286974600346 0.666892535437538 NA
"gene-FE838_RS00820" 17.6201674131611 1.06522533825177 0.401965251396223 2.65004334218373 0.00804814453951339 0.0448241063652111 NA
"gene-FE838_RS00825" 1179.56570006201 0.172233750935673 0.371127035234752 0.464083008198872 0.642588275108692 0.803512290156095 NA
"gene-FE838_RS00830" 221.731256032742 0.545450589656765 0.396884130252848 1.37433207346756 0.169338613414383 0.381654917261731 "rsmI"
"gene-FE838_RS00835" 158.669580850576 0.552110652267412 0.224622435637336 2.45794971771574 0.013973273684125 0.0673360779567959 NA
"gene-FE838_RS00840" 0 NA NA NA NA NA NA
"gene-FE838_RS00845" 62.5642964554682 0.707737887533723 0.281730958370217 2.51210549109658 0.0120013207397423 0.0604471416124059 NA
"gene-FE838_RS00850" 122.369926674531 -0.401639111519519 0.824994267517106 -0.48683866947135 0.626372664338094 0.790252277548869 NA
"gene-FE838_RS00855" 6.11156681264086 0.855401803262982 0.835819384001105 1.02342900827226 0.306105049746158 0.532274833045546 NA
"gene-FE838_RS00860" 41.8449423441173 -0.34934513073014 0.359285069847903 -0.972334115854103 0.33088435684027 0.553052015504303 NA
"gene-FE838_RS00865" 32.5567936429214 0.386031940428142 0.288291430624491 1.33903369792132 0.180559702934017 0.393878439854555 NA
"gene-FE838_RS00870" 10.7527857290635 0.418392899838974 0.41943225040987 0.997522006069203 0.318511197645055 0.543004029720184 NA
"gene-FE838_RS00875" 52.2238812717262 -0.11830758576223 0.309625090098898 -0.38209947948482 0.702387577891121 0.84397771409029 NA
"gene-FE838_RS00880" 0.110844561563999 0.358663883933747 3.14792450787322 0.113936621744486 0.909288034628583 NA NA
"gene-FE838_RS00885" 0.0254523129951477 0.897440110751171 3.15504794999883 0.284445791307706 0.776068771155208 NA NA
"gene-FE838_RS00890" 0.0853922485688509 0.770880093386683 3.15317756313477 0.244477222722688 0.806861240484093 NA NA
"gene-FE838_RS00895" 0 NA NA NA NA NA NA
"gene-FE838_RS00900" 0.219550604234678 -0.681250104007551 2.13528492679891 -0.31904412168021 0.749693055402133 NA NA
"gene-FE838_RS00905" 0.143683729404697 0.358463713330079 3.01115784573109 0.119045142000202 0.905239591898438 NA NA
"gene-FE838_RS00910" 1.23349736506461 0.296893214997181 1.04687801699584 0.283598671647683 0.776717955204579 0.88745367175532 NA
"gene-FE838_RS00915" 1.0262707869869 -0.20719468458452 1.15826556109391 -0.178883575187056 0.858029119862765 0.932008342828771 NA
"gene-FE838_RS00920" 0.632410021764816 -0.336690630266837 1.32594951449144 -0.253924170254681 0.799554141472003 NA "traN"
"gene-FE838_RS00925" 0.835672967007039 -0.862278005548933 1.21153104080853 -0.71172588774406 0.47663453368886 0.680605855737356 "traM"
"gene-FE838_RS00930" 0.437707444207682 -1.40597637840187 2.07571231540747 -0.677346454981105 0.498186162785088 NA NA
"gene-FE838_RS00935" 0.256787159518832 -0.646851814613129 1.8444069749412 -0.35070991565392 0.725805985885308 NA "traK"
"gene-FE838_RS00940" 1.04136211600696 -0.075100996477473 1.10433956508931 -0.0680053480393048 0.945781377022918 0.976270605432882 "traJ"
"gene-FE838_RS00945" 0.866931681121497 1.10959403563202 1.22655956345997 0.904639341363899 0.365656486118171 0.585050377789073 NA
"gene-FE838_RS00950" 0.514859339273616 -0.0908272162772861 1.72633246322189 -0.0526128183373053 0.958040403561113 NA NA
"gene-FE838_RS00955" 1.18508214879089 -0.281484486846799 1.41874461375308 -0.198403915770417 0.84272905400184 0.925436184819826 NA
"gene-FE838_RS00960" 38.7343281920467 0.462422002079727 0.425783333489548 1.08605002992931 0.277456858466653 0.505720459857951 "ltrA"
"gene-FE838_RS00965" 4.09813069685682 -1.0136549498162 0.779327131487952 -1.30067966180113 0.19336812669763 0.411259219204729 NA
"gene-FE838_RS00970" 0.136537409255643 -0.135668865301519 3.10962982186644 -0.0436286223998487 0.965200436038608 NA NA
"gene-FE838_RS00975" 0.463422160618793 -0.460790120305136 1.55893966772793 -0.295579187472158 0.767551469786766 NA NA
"gene-FE838_RS00980" 6.84109827493478 -0.729123228468965 0.65165603726273 -1.1188774242492 0.26319243535105 0.491842900235062 NA
"gene-FE838_RS00985" 0.939312443592812 -0.541900645334396 1.56248161426043 -0.346820494006832 0.72872617967203 0.857280369330983 NA
"gene-FE838_RS00990" 0.412120625776031 -1.48183209848973 1.89720103343061 -0.781062245053819 0.434765886118065 NA NA
"gene-FE838_RS24305" 0.0254523129951477 0.897440110751171 3.15504794999883 0.284445791307706 0.776068771155208 NA NA
"gene-FE838_RS01000" 4.21062256989989 -1.5327049214264 0.978390485505957 -1.56655746773109 0.117218166015302 0.29986658515101 NA
"gene-FE838_RS01005" 0.168405443547886 -0.222826716637725 2.3464461429876 -0.0949634907682184 0.924343825970641 NA NA
"gene-FE838_RS01010" 0.857088612294908 -0.934472161744986 1.15212703690942 -0.811084309115518 0.41731725602848 0.629660958112949 NA
"gene-FE838_RS01015" 1.18324932368292 -0.735215455251445 1.23324032383911 -0.596165598090972 0.551064605158356 0.735836193499568 NA
"gene-FE838_RS01020" 0.489002759204096 0.356455433685897 1.51337644214038 0.235536528625858 0.813792330456448 NA NA
"gene-FE838_RS01025" 0.615044720001545 -1.25843431271402 1.39263761077315 -0.903633725657726 0.366189651936671 NA NA
"gene-FE838_RS01030" 0.962370415079787 -0.294121497731823 1.22600418148796 -0.239902524129124 0.810405824022455 0.905606508186989 NA
"gene-FE838_RS01035" 0.306961186657169 -1.07974623606846 1.69275992860481 -0.637861410719 0.523563899589916 NA NA
"gene-FE838_RS01040" 1.84056542996103 -0.596715903876722 0.995060530364941 -0.599677995124452 0.548720856122004 0.734222233014313 NA
"gene-FE838_RS01045" 0.690371576884082 0.68205366049689 1.89892170570033 0.359179453502189 0.719460846210515 0.853889720343674 NA
"gene-FE838_RS01050" 0.341815973585778 0.851560841612748 1.80005756140082 0.473074228220822 0.636160222668917 NA NA
"gene-FE838_RS01055" 13.6110968990406 -0.337696682304238 0.521723194764185 -0.647271744275954 0.517456085328373 0.71022769153285 NA
"gene-FE838_RS01060" 0.828261924347569 0.320670307637563 1.33602628659519 0.240017962861178 0.810316331227531 0.905606508186989 NA
"gene-FE838_RS01065" 0.430952871893877 -0.437128815346261 1.50466476790755 -0.29051575119563 0.77142170243103 NA NA
"gene-FE838_RS01070" 4.89197676281136 -0.57620072525258 0.582796514874613 -0.988682517047221 0.322818499221406 0.546233992703486 NA
"gene-FE838_RS01075" 10.7220766072045 -1.21555198549362 0.458315359698155 -2.65221743014281 0.00799650290596693 0.0446472228902012 NA
"gene-FE838_RS01080" 2.26573973242146 -0.332724398407356 0.768787512925587 -0.4327911065324 0.66516653490011 0.818589386312795 NA
"gene-FE838_RS01085" 7.71927639695947 -0.666011334660556 0.556222439392107 -1.19738307463546 0.231157277590712 0.456292525110628 NA
"gene-FE838_RS01090" 1.33082869128694 0.444764025072207 1.22884169224218 0.361937609929784 0.717398653911548 0.852097650583985 NA
"gene-FE838_RS01095" 5.30690418024586 -0.147102498856708 0.529671998278165 -0.277723759864411 0.78122442009369 0.890580104275989 NA
"gene-FE838_RS01100" 2.13491572419847 0.663883124928011 0.889561240670668 0.746304014355986 0.455483787003156 0.662947794133812 NA
"gene-FE838_RS01105" 2.29576252716274 -0.31348209005247 0.919316957192138 -0.340994569500747 0.733107669918961 0.860645975989903 NA
"gene-FE838_RS01110" 0.0254523129951477 0.897440110751171 3.15504794999883 0.284445791307706 0.776068771155208 NA NA
"gene-FE838_RS01115" 3.00756104014953 -0.456620258827599 0.727567967948326 -0.627598078726893 0.530267267633341 0.72173304934973 NA
"gene-FE838_RS01120" 5.60290617075949 1.30489261810422 0.559016705904939 2.33426408248722 0.0195818982274873 0.0859174759438592 NA
"gene-FE838_RS01125" 4.89921217641512 1.1640947790052 0.693499725343971 1.67858001447342 0.0932339242675485 0.256790273165121 NA
"gene-FE838_RS01130" 12.3824668018628 1.4514626790358 0.442514588905433 3.2800335072026 0.00103794758503289 0.00871952999077721 NA
"gene-FE838_RS01135" 42.9817552363572 2.03649097627515 0.615747806704157 3.30734588755687 0.000941845195237988 0.00807703606825305 NA
"gene-FE838_RS24310" 24.0990184596523 1.60205833819084 0.658516840508609 2.43282819761068 0.0149814074500892 0.0710405372225346 NA
"gene-FE838_RS01140" 2.79745016244236 0.0253749146933154 0.74527412687292 0.0340477601171874 0.972839065692645 0.988012959801948 NA
"gene-FE838_RS01145" 6.80641906512986 -0.465206468643303 0.783313805661342 -0.593895403452688 0.552582073576209 0.737086326689913 NA
"gene-FE838_RS01150" 1.98050096604169 0.361737399183504 0.916027756232541 0.394897858413446 0.692918270557034 0.838310602852762 NA
"gene-FE838_RS01155" 2.30287545278941 -0.53890631937397 0.932854874402132 -0.577695774725255 0.56346953232085 0.744279475597669 NA
"gene-FE838_RS01160" 0 NA NA NA NA NA NA
"gene-FE838_RS01165" 0 NA NA NA NA NA NA
"gene-FE838_RS01170" 18.2245632235908 1.56577163698762 0.498339252858153 3.14197934039384 0.00167809876176142 0.0130205310851113 NA
"gene-FE838_RS01175" 2.74284864274029 0.640937776058481 0.752120653589938 0.852174146527194 0.394117443667898 0.608550093013337 NA
"gene-FE838_RS01180" 1.86818323947534 1.39988097953735 1.35443050210249 1.03355689152327 0.301343361121764 0.528255028710548 NA
"gene-FE838_RS01185" 5.71964164943801 0.440152099099479 0.629032007839497 0.699729256403416 0.484096401973234 0.684996408792126 NA
"gene-FE838_RS01190" 2.53709700846385 0.326894210419176 0.796881324483192 0.41021692989377 0.681646822808237 0.831715659842548 NA
"gene-FE838_RS01195" 3.14584174739468 0.690399153895603 0.655958500749535 1.05250431712786 0.29256823087863 0.519713201027241 NA
"gene-FE838_RS01200" 5.17862483586249 0.312243282925911 0.544507410158744 0.573441751389354 0.56634562782047 0.746212051328691 NA
"gene-FE838_RS01205" 1.76190945309969 -0.00591226189983689 0.848529643527087 -0.00696765510190235 0.994440660551899 0.997524880589056 NA
"gene-FE838_RS01210" 0.360612030587334 0.560815467523716 2.04677193209805 0.273999979542836 0.784084637378736 NA NA
"gene-FE838_RS01215" 0.419976590284247 1.14545972888435 1.6920529086526 0.676964486764482 0.498428486932204 NA NA
"gene-FE838_RS01220" 0.739020128918147 1.51862448696782 1.6719187605667 0.908312367075224 0.363713210374294 0.583590863421263 "tnpB"
"gene-FE838_RS01225" 157.96500494563 -0.106469206039117 0.417941089398858 -0.254746921850292 0.79891857310598 0.898933880996904 NA
"gene-FE838_RS01230" 0.867503753353862 -1.14698521171802 1.21122388223674 -0.946963834299495 0.343657208062081 0.56400139112182 NA
"gene-FE838_RS01235" 1.66720107325754 1.06958293603648 0.964598661389135 1.10883725931794 0.267500393785793 0.496841939623695 "tnpB"
"gene-FE838_RS01240" 129.130397869542 -0.237795567992823 0.386877549625745 -0.614653314008168 0.538783697567883 0.727350447167657 NA
"gene-FE838_RS01245" 70.3102598057263 1.05116513310786 0.369812337890474 2.8424285114554 0.00447712706301754 0.0282345840408683 NA
