"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genenames"
"gene-FE838_RS13760",23.5490129801689,6.75820454548712,0.805651387552332,8.38849736983558,4.92395081983082e-17,7.68815493523929e-15,NA
"gene-FE838_RS01875",60.213600332988,6.63805794337441,0.97017574256369,6.84211906374131,7.80301899599391e-12,5.04743857340863e-10,NA
"gene-FE838_RS01895",126.878575603909,6.61935331239067,0.802927520046092,8.24402346056177,1.66514486445533e-16,2.4321857891141e-14,NA
"gene-FE838_RS24475",31.2537343972131,6.61688055377825,0.890881641305943,7.42733966779085,1.10803564784189e-13,9.8376184577021e-12,NA
"gene-FE838_RS16010",149.789975038074,6.585887698942,0.911110257459514,7.22842010066455,4.88645175361964e-13,3.9510452750696e-11,"fldA"
"gene-FE838_RS16005",201.165755554174,6.48710222742871,0.964691954495006,6.72453232060441,1.76157316615139e-11,1.09265798579911e-09,NA
"gene-FE838_RS23045",86.4858679136564,6.48458246015237,0.69186202145369,9.37265272420567,7.07320374257671e-21,1.77930369702152e-18,NA
"gene-FE838_RS01890",45.8210226490846,6.46805524525583,0.865893784965878,7.46980213688762,8.03154951232795e-14,7.27337123836419e-12,NA
"gene-FE838_RS13655",20.7650081376168,6.46501368626858,0.823922462753586,7.84662875273749,4.27369968171378e-15,4.39802549063636e-13,NA
"gene-FE838_RS13720",20.6524299929392,6.44468142962504,0.919357838678937,7.00998148760624,2.38349659834622e-12,1.74072138666318e-10,NA
"gene-FE838_RS01900",37.973886132375,6.41794301070085,0.982901897008556,6.5295865540943,6.59514902980999e-11,3.39350395533859e-09,NA
"gene-FE838_RS13680",6.26602669939474,6.40221295825948,1.08756336830734,5.88674935624556,3.93865331074754e-09,1.43824372508588e-07,NA
"gene-FE838_RS01885",29.9243620309379,6.40151889860457,1.05604617030083,6.06177937919228,1.34623794480358e-09,5.39448266731913e-08,NA
"gene-FE838_RS01880",17.0650064228691,6.39158762711337,0.931268901178524,6.863310499282,6.72827609468424e-12,4.48024031716621e-10,NA
"gene-FE838_RS01760",45.0410721190594,6.33270776973882,0.942538553270984,6.71877850275918,1.8325421890484e-11,1.12131770702853e-09,NA
"gene-FE838_RS05470",2130.73095279988,-6.3209558769865,0.796398941959634,-7.9369214899169,2.07261149464935e-15,2.23447258280291e-13,NA
"gene-FE838_RS13755",9.11172595491264,6.31318638327319,1.00813449621464,6.26224616554443,3.79471265717208e-10,1.68455479526227e-08,NA
"gene-FE838_RS05465",2673.56518055134,-6.29653789965105,0.772641082017157,-8.14936979950961,3.65825665886339e-16,5.01957156101013e-14,NA
"gene-FE838_RS05475",942.997839626147,-6.24795268532293,0.826380115916825,-7.5606280511616,4.01127768916706e-14,3.7067480360303e-12,NA
"gene-FE838_RS15900",182.886961063669,6.19211581905714,0.898372706122738,6.89259121170491,5.47851411994001e-12,3.70249431866991e-10,NA
"gene-FE838_RS01770",28.9346747110075,6.18876974807692,0.928499329731504,6.66534648965933,2.64041670261204e-11,1.4760255344972e-09,NA
"gene-FE838_RS05480",1146.54650291279,-6.16380513902326,0.773807752228439,-7.96555103159992,1.64489133732359e-15,1.8620169938503e-13,NA
"gene-FE838_RS13665",14.1510849068496,6.14233632878121,0.801737253525216,7.66128342143705,1.84084106378761e-14,1.77347411421922e-12,NA
"gene-FE838_RS01775",12.8635161513552,6.10870113529276,1.1817774030243,5.16907932040325,2.35250042147898e-07,6.08692680483248e-06,NA
"gene-FE838_RS13645",45.2611598158146,6.07876383238623,0.607677081184437,10.0032797362342,1.47431689294457e-23,5.13515914711769e-21,NA
"gene-FE838_RS13735",142.693889614238,6.06315147990454,0.64782446321008,9.35925057516445,8.03042489541495e-21,1.91377704875994e-18,NA
"gene-FE838_RS13775",166.584449312876,6.0310176041551,0.482165640399442,12.5081861892083,6.73444380342933e-36,7.623390385482e-33,NA
"gene-FE838_RS13780",22.3659141759798,6.02316456865105,0.846440692799744,7.11587311419118,1.11206568713567e-12,8.53463293449203e-11,NA
"gene-FE838_RS13640",25.2592616533177,6.00494482512293,0.692660493150311,8.66939125950674,4.3443671153174e-18,8.55273665137269e-16,NA
"gene-FE838_RS13725",27.8778933934,5.98820225823886,0.710370119875738,8.42969332562348,3.465722706645e-17,5.81214533914391e-15,NA
"gene-FE838_RS13685",9.8942223983198,5.90294021820212,0.934734790014371,6.3150963046014,2.69993289618731e-10,1.23487839938749e-08,NA
"gene-FE838_RS15905",72.9569052487835,5.89161320608445,0.86232127407486,6.83227166395177,8.3580376998264e-12,5.33030911335407e-10,NA
"gene-FE838_RS01910",4.32634078955425,5.86848441829584,1.15398974307167,5.08538698331512,3.66877244725181e-07,8.86318573900724e-06,NA
"gene-FE838_RS13670",11.7162016123471,5.83829870255765,0.882979449357699,6.61204369683188,3.790500659278e-11,2.06787795002539e-09,NA
"gene-FE838_RS13750",252.008832793572,5.83346625774548,0.497761841371167,11.7193922331938,1.01396812618586e-31,9.18249535073914e-29,NA
"gene-FE838_RS13740",76.1433659213115,5.8302375165038,0.519319878245791,11.2266788943218,3.01602971358424e-29,1.51739806034549e-26,NA
"gene-FE838_RS13690",19.4287798017231,5.78723235614806,0.741806280258047,7.80154133250921,6.11555697220306e-15,6.15360932669676e-13,NA
"gene-FE838_RS13785",35.1259253048943,5.73198038243092,0.724775488623075,7.90862890978903,2.60239078335624e-15,2.74037801559002e-13,NA
"gene-FE838_RS19580",43.2517992671619,-5.60511268740817,0.950168524318693,-5.89907215820188,3.65551354920514e-09,1.36794754965296e-07,NA
"gene-FE838_RS13710",27.1142574052165,5.57244131654174,0.653659230464033,8.52499445710551,1.52817136138214e-17,2.76782396973533e-15,NA
"gene-FE838_RS01765",99.5232794926062,5.53550489572888,0.850743754239695,6.50666533623386,7.68373271037549e-11,3.82329029808574e-09,NA
"gene-FE838_RS13715",25.1990001777541,5.5156865286975,0.650442525770384,8.47989839250551,2.25390687922574e-17,3.92526551889775e-15,NA
"gene-FE838_RS13770",309.912503250924,5.51291044571439,0.536113081462655,10.2831112247322,8.39722871396803e-25,3.45660469244066e-22,NA
"gene-FE838_RS13765",215.454897602302,5.50727744591448,0.538703777175896,10.2232018397678,1.56097989701968e-24,5.89009747808758e-22,NA
"gene-FE838_RS24340",2.25570363713374,5.47804579349314,1.42928446907923,3.83271903669546,0.000126734670783213,0.00153027890481703,NA
"gene-FE838_RS13695",16.9392291834385,5.46113601736606,0.765970997525965,7.1296903342361,1.00594985522841e-12,7.85334645599006e-11,NA
"gene-FE838_RS13745",52.6293223101411,5.36751234204103,0.561213986471458,9.56411007464086,1.13170893023806e-21,3.01434002124584e-19,NA
"gene-FE838_RS13705",30.1910290979163,5.34961102912949,0.639432980447441,8.36617940067169,5.9516558416377e-17,8.98303255031184e-15,NA
"gene-FE838_RS15885",16.6211600763166,5.31694733813753,0.978290348022521,5.43493794954127,5.48155044917648e-08,1.61171820999163e-06,NA
"gene-FE838_RS07635",167.628651647773,5.28843052523,0.898755901637387,5.88416778748861,4.00061831537504e-09,1.44918397856145e-07,NA
"gene-FE838_RS19575",60.1358408739532,-5.19772711353686,0.880537383205027,-5.90290340044155,3.57159422771428e-09,1.34768155525752e-07,NA
"gene-FE838_RS07625",27.2017102757224,5.19033246038908,0.973942257005742,5.32919936788252,9.86466627624526e-08,2.77436080117009e-06,NA
"gene-FE838_RS07650",95.8483337592005,5.13056613408851,0.841043799132956,6.10023656244501,1.05911601105791e-09,4.32042999826144e-08,NA
"gene-FE838_RS06735",274.932675318371,-5.10620363359966,0.783965573608613,-6.51330084571913,7.35170576919763e-11,3.7402835643738e-09,NA
"gene-FE838_RS01870",26.4916006607826,5.09964680143266,0.76990515837778,6.62373377544036,3.50237313316783e-11,1.93399335938829e-09,"ccsA"
"gene-FE838_RS07630",65.5106674163559,5.01267649615,0.904243704633029,5.54350168042841,2.96481827287908e-08,9.32270634694201e-07,NA
"gene-FE838_RS15895",33.5957832255029,4.94000053911811,0.92808235170444,5.32280409173357,1.02179771848269e-07,2.83846630017768e-06,NA
"gene-FE838_RS05485",544.4987783415,-4.9078776343747,0.7010506344391,-7.00074629887672,2.5460261777827e-12,1.8299057988889e-10,NA
"gene-FE838_RS13065",68.2774536136904,4.83189847290105,0.668077060308792,7.23254660273426,4.7401989609479e-13,3.90247652639493e-11,NA
"gene-FE838_RS06730",362.370039045095,-4.82648500275411,0.880667988849187,-5.48048193401593,4.24168829558509e-08,1.27194467565625e-06,NA
"gene-FE838_RS06725",339.251417947868,-4.80414721779214,0.934414267425506,-5.14134617296513,2.72776934441042e-07,7.01780658607409e-06,NA
"gene-FE838_RS07620",36.471477025234,4.78565416658603,0.713384412368059,6.70838062006455,1.96796070939705e-11,1.15726312885063e-09,NA
"gene-FE838_RS13700",14.8859810549481,4.77024913597626,0.689184372141347,6.92158634003081,4.46613796139188e-12,3.11118041372037e-10,NA
"gene-FE838_RS07640",61.9201344525644,4.76802513679562,0.972212118013328,4.90430539637674,9.37585209155062e-07,2.09132306751435e-05,NA
"gene-FE838_RS15965",23.9556856148929,4.7588857124398,0.909580804730509,5.23195486062369,1.67726714242516e-07,4.52063429815544e-06,NA
"gene-FE838_RS13650",32.7744416499962,4.6831602370551,0.683336222834986,6.85337624518992,7.21270512973809e-12,4.73320707644262e-10,NA
"gene-FE838_RS13675",21.3413568017558,4.66889732326669,0.738027192667381,6.32618603982916,2.51294821908998e-10,1.16108464653464e-08,NA
"gene-FE838_RS23895",150.085683226425,4.6640647915995,0.759860031673251,6.13805779641941,8.35364725588144e-10,3.43866497951192e-08,NA
"gene-FE838_RS07645",40.2257904899154,4.60919088205949,0.793346141399528,5.80981067599131,6.2543529657263e-09,2.1784392483699e-07,NA
"gene-FE838_RS07615",24.8176562934465,4.57395870785637,0.944234999835968,4.84408935132774,1.27193687550877e-06,2.69127578145033e-05,NA
"gene-FE838_RS07610",66.0599192056797,4.55294197459463,0.812174078510817,5.60586959749171,2.07211933454543e-08,6.7500405372818e-07,NA
"gene-FE838_RS23725",277.15572761815,-4.4329991623541,0.662050436957309,-6.69586320753376,2.14402214143213e-11,1.24463234056471e-09,NA
"gene-FE838_RS01865",7.85463342827541,4.41287997554605,0.842750267468176,5.2362842776703,1.63841535893095e-07,4.44236212289782e-06,NA
"gene-FE838_RS01915",0.972943329633102,4.38287397894454,1.46240490219319,2.99703178809883,0.00272622284073597,0.0192279392879322,NA
"gene-FE838_RS23720",515.924553996182,-4.35794028378111,0.628633904987134,-6.93239777429806,4.13766537086465e-12,2.92739824988674e-10,NA
"gene-FE838_RS01520",254.211464709627,4.3128459233522,0.484187535066748,8.90738734684207,5.224925158402e-19,1.07538459623838e-16,NA
"gene-FE838_RS14230",154.900851590465,-4.22690732092859,1.05899174554758,-3.99144501239049,6.56719165713418e-05,0.000864425692543708,"mnmA"
"gene-FE838_RS24325",10.8652773908684,4.18228206808428,0.886271519991979,4.71896250047856,2.37050508051118e-06,4.70773991427835e-05,NA
"gene-FE838_RS15970",33.7896381969953,4.16718507838229,0.897420945311188,4.64351216689876,3.42535810855679e-06,6.5168157628341e-05,NA
"gene-FE838_RS19590",27.6401226856254,-4.16462587050584,0.914579894469384,-4.55359438326823,5.27369943033027e-06,9.40130355139191e-05,NA
"gene-FE838_RS20640",4.10832418442356,4.15658063777984,1.08622115133793,3.82664306680097,0.000129902663259809,0.00154789278747478,NA
"gene-FE838_RS10635",19.5677113259982,4.12218029390411,0.661520076357411,6.23137594946847,4.62356038925863e-10,1.9938553754822e-08,NA
"gene-FE838_RS20615",142.893646076485,4.11584484421224,0.488792788012343,8.42042874844607,3.75108996507519e-17,6.0660483435216e-15,NA
"gene-FE838_RS10625",2.62723193195223,4.05660191917115,1.24175734617165,3.26682337066713,0.00108761515221104,0.00904804973115232,NA
"gene-FE838_RS18870",9.84443844031126,-4.04744916885491,1.05168336563955,-3.84854348855617,0.000118822204920388,0.00144630898892343,NA
"gene-FE838_RS24620",1.29440179077885,4.03840806707839,1.36817035862957,2.95168510383712,0.00316045054230077,0.0216353950601257,NA
"gene-FE838_RS19585",17.5782942366098,-3.99983532378252,0.922714691234627,-4.33485600888243,1.45855562616177e-05,0.000229317356779879,NA
"gene-FE838_RS10735",1536.98725698463,-3.9809929698913,0.604124395425384,-6.58969079884309,4.40743496444060e-11,2.34786653164554e-09,NA
"gene-FE838_RS18715",1906.56629552848,3.96006820706438,0.413781213527416,9.57043983052168,1.06451832784838e-21,3.01258686781092e-19,NA
"gene-FE838_RS16445",5.54218649024531,3.95015535285458,0.988758436720622,3.99506614169171,6.46761944158968e-05,0.000853801190423268,NA
"gene-FE838_RS18875",22.4561942423812,-3.93189781724651,0.905759984894974,-4.34099306970646,1.41840197583136e-05,0.000226145216428325,NA
"gene-FE838_RS11910",683.916586755177,3.9146348552683,0.307816612083053,12.7174255761482,4.73194843150699e-37,7.14208749928788e-34,NA
"gene-FE838_RS13790",38.7236263295638,3.88883186900131,0.525459108679883,7.40082682888734,1.35339131779653e-13,1.17849151672744e-11,NA
"gene-FE838_RS10675",4.011216489446,3.87918790722719,0.970894010832329,3.99548031396511,6.45632221948135e-05,0.000853801190423268,NA
"gene-FE838_RS10740",2828.16227065286,-3.85381045247163,0.599463955134796,-6.42876092792778,1.28648272958846e-10,6.1970146804006e-09,NA
"gene-FE838_RS10730",1159.53766628688,-3.82065875512032,0.64859792455828,-5.8906428936268,3.84696060538521e-09,1.42778996894953e-07,NA
"gene-FE838_RS21215",843.767463304677,-3.73636185979402,0.514293725894972,-7.26503488505915,3.7294201174541e-13,3.12718783182077e-11,NA
"gene-FE838_RS20635",112.711409848155,3.72732686969593,0.504472040584634,7.38856977162961,1.48416539925741e-13,1.26798130713916e-11,"nrfH"
"gene-FE838_RS01335",653.859752042136,-3.71871584919524,0.672784490646622,-5.52735073548014,3.25102616344335e-08,1.00826345671722e-06,NA
"gene-FE838_RS11490",5.93327571187378,-3.71487126880656,0.884661631461184,-4.19920016500631,2.67859460292931e-05,0.00039766152006767,NA
"gene-FE838_RS10725",1258.1266586104,-3.69369314619485,0.638840825199619,-5.78186772118184,7.38757888862987e-09,2.53416342482697e-07,NA
"gene-FE838_RS00270",3939.98806906723,-3.62934611429976,0.563874710509655,-6.43644066076201,1.22307618572632e-10,5.95493437523523e-09,NA
"gene-FE838_RS14575",24.8908784377694,3.62245155836645,0.681631576853191,5.31438343142758,1.07019063078066e-07,2.95477022937489e-06,NA
"gene-FE838_RS20620",37.8020314562507,3.61806338541118,0.584125678426632,6.1939810541399,5.86632813712879e-10,2.50591828348294e-08,"ccsA"
"gene-FE838_RS14570",27.1710204356107,3.59227707165223,0.554989623262377,6.47269231906692,9.62718655729783e-11,4.73825007950485e-09,NA
"gene-FE838_RS16675",10.1879104314259,-3.58345662529842,0.689630554014936,-5.19619759367681,2.03406056215135e-07,5.41778013260078e-06,NA
"gene-FE838_RS10845",14.6141119973626,3.56744550534995,0.810742222933186,4.40022167889971,1.08140347676917e-05,0.000176772380606888,NA
"gene-FE838_RS20625",246.108074684084,3.52972899704312,0.529063295789365,6.67165729532747,2.52930662422247e-11,1.43158754930992e-09,NA
"gene-FE838_RS16945",386.530882800286,-3.5066914683503,0.603723496539386,-5.80843960596378,6.30577676439271e-09,2.17958451825727e-07,NA
"gene-FE838_RS20630",352.292359295801,3.47294746441394,0.533411512204234,6.51082210442471,7.47406164728107e-11,3.76028345987652e-09,"nrfA"
"gene-FE838_RS10745",153.273030403541,-3.46480567552307,0.691044356927573,-5.01386870580612,5.33463949539676e-07,1.25808581433107e-05,NA
"gene-FE838_RS08590",31.0933054165671,-3.45264831370012,0.766879269545823,-4.50220582406004,6.72518048122612e-06,0.00011712160468843,NA
"gene-FE838_RS10670",10.9694303518337,3.43084445650457,0.8237967547461,4.16467343035598,3.11798538377931e-05,0.000456900900250896,NA
"gene-FE838_RS18720",797.246141138497,3.41045743986601,0.429243542166776,7.94527373120252,1.93762432750208e-15,2.13989340364132e-13,NA
"gene-FE838_RS08300",501.321320463577,-3.40307784217556,0.483906568134774,-7.03251012957478,2.02850574235683e-12,1.50574983629372e-10,NA
"gene-FE838_RS16090",64.1928232600259,-3.39793377349941,0.69335494087385,-4.90071329010351,9.54893253687304e-07,2.10914958668103e-05,"trpB"
"gene-FE838_RS16935",353.487238160461,-3.38878939632977,0.551183854397922,-6.14820149264253,7.83664428876803e-10,3.28558567958719e-08,NA
"gene-FE838_RS04765",167.456409383609,-3.38745713975763,0.604412669755552,-5.60454356644716,2.08804467389229e-08,6.7533330595602e-07,NA
"gene-FE838_RS18730",659.039187975001,3.38551880386619,0.394948845641227,8.57204380068402,1.01664404937582e-17,1.91806843982237e-15,NA
"gene-FE838_RS16440",5.71219563330524,3.38383170607687,0.822517492125244,4.11399360922237,3.88872204903546e-05,0.00055546162265087,NA
"gene-FE838_RS00370",284.445395974959,-3.37964715731869,0.931542281068682,-3.6280126259449,0.000285611296780769,0.00300057529425365,NA
"gene-FE838_RS11750",318.9774687577,-3.37926432250393,0.57525812215087,-5.87434438973061,4.24520026605422e-09,1.52557673053123e-07,NA
"gene-FE838_RS14565",19.3575788404018,3.37797378184605,0.577394479040138,5.85037423194901,4.90468211116678e-09,1.73395945519375e-07,NA
"gene-FE838_RS10620",11.902581450992,3.37680567875674,0.708873187170482,4.76362449570917,1.90146204241584e-06,3.8782973549815e-05,NA
"gene-FE838_RS16060",18.7726729665399,-3.37627451002207,0.776431893495839,-4.3484490247053,1.37103676207541e-05,0.000219365881932065,"trpA"
"gene-FE838_RS12740",421.80687695257,-3.32200404004357,0.926750626477569,-3.58457166915547,0.000337631845496198,0.00344323647839366,NA
"gene-FE838_RS22990",43.272154415451,3.31613706620158,0.609150925950505,5.44386772625709,5.21359408550535e-08,1.54295124308289e-06,NA
"gene-FE838_RS07025",1.52520948919033,-3.30640508258078,1.18790146210334,-2.78340012876685,0.00537924206241813,0.032826425955026,NA
"gene-FE838_RS16025",54.2094771068436,3.30524753765936,0.528941727145039,6.24879333211132,4.13635799792307e-10,1.80090663601882e-08,NA
"gene-FE838_RS16075",37.4982643192804,-3.30510190793146,0.680083695051156,-4.85984582777396,1.17477201679234e-06,2.49735572396044e-05,"trpD"
"gene-FE838_RS08325",247.095805740122,-3.30407210296333,0.694931506644214,-4.75452914621545,1.98909445790488e-06,4.02081236847915e-05,NA
"gene-FE838_RS01525",16.8616205697429,3.3025825656547,0.612061309841945,5.39583618920063,6.82051530558367e-08,1.97969828869762e-06,NA
"gene-FE838_RS16020",110.850242873198,3.28243333382069,0.488838025364856,6.71476678061361,1.88367250070997e-11,1.12227224779141e-09,NA
"gene-FE838_RS16685",60.7310793004738,-3.26372126226077,0.594740264518408,-5.48764134021357,4.07336062322904e-08,1.23786422160947e-06,"thiC"
"gene-FE838_RS07890",69.3947137242218,-3.26107606512544,0.709926459166097,-4.59354067315085,4.35788033680556e-06,8.01965107826574e-05,NA
"gene-FE838_RS08305",251.924579602751,-3.25159373517788,0.478088827307643,-6.80123347263567,1.03727158850672e-11,6.52328576772002e-10,"rhaT"
"gene-FE838_RS00265",3894.1624925068,-3.22096287468752,0.504215461427283,-6.38806843719139,1.67994158204029e-10,7.92372446195671e-09,NA
"gene-FE838_RS08295",196.523365476627,-3.21405703373959,0.487065073240384,-6.59882469575752,4.14429997782956e-11,2.23397503566813e-09,"rhaB"
"gene-FE838_RS04200",2.6677504013465,3.21270549378365,0.982963637528738,3.26838691801528,0.00108162390022305,0.00903614948378221,NA
"gene-FE838_RS18725",621.78071627897,3.19546023997894,0.395113413172872,8.0874506747784,6.09264915606574e-16,7.66319871629602e-14,NA
"gene-FE838_RS07885",107.079479387011,-3.19133671126765,0.626367418957969,-5.09499155715472,3.48756797675302e-07,8.58244989061829e-06,NA
"gene-FE838_RS15940",31.1091520119635,3.1876592199762,0.498764835137612,6.39110658051246,1.6468953613974e-10,7.84962336463940e-09,NA
"gene-FE838_RS16940",115.035260000107,-3.16936134855814,0.610816556979556,-5.18872861637937,2.11734703756497e-07,5.6066358983007e-06,NA
"gene-FE838_RS23365",83.4013897227171,-3.16886000630062,0.760645232577403,-4.16601573319946,3.09969319225385e-05,0.000455695155017059,NA
"gene-FE838_RS21205",193.511980353417,-3.15776427805387,0.653401235358654,-4.83281038842934,1.34618991557136e-06,2.83513857567773e-05,NA
"gene-FE838_RS10630",4.06469327812624,3.15723735740521,0.820657257433117,3.84720579609633,0.00011947261085829,0.00145032702940037,NA
"gene-FE838_RS16085",63.4225457420362,-3.14441919136358,0.690202605780312,-4.55579153864341,5.21886749941972e-06,9.34032886852668e-05,NA
"gene-FE838_RS21200",348.370101422958,-3.1218233471483,0.659054128988131,-4.73682389630325,2.17093654658736e-06,4.34955782431308e-05,NA
"gene-FE838_RS16680",25.8995245428158,-3.11732222928611,0.669989101288185,-4.65279543098902,3.27465080889098e-06,6.28288934858404e-05,"thiH"
"gene-FE838_RS20530",231.607916726188,-3.11049724517685,0.538923393147557,-5.77168719103124,7.8481708211845e-09,2.67191860739274e-07,NA
"gene-FE838_RS04770",343.745272125559,-3.10789178129277,0.567004309169535,-5.48124896236636,4.22333671773731e-08,1.27194467565625e-06,NA
"gene-FE838_RS21210",242.328898727398,-3.10098999802331,0.637469984602357,-4.86452707252978,1.14730803513542e-06,2.46209041852758e-05,NA
"gene-FE838_RS18865",11.8838657380733,-3.09494439108053,1.05983103699777,-2.92022434052104,0.00349779489714439,0.0233599045638197,NA
"gene-FE838_RS16050",49.1671245223875,3.09491833790918,0.406696651262054,7.60989383193856,2.74321168440393e-14,2.58776302228771e-12,NA
"gene-FE838_RS16410",31.5984781520643,3.04560689900517,0.520689320384656,5.84918257350708,4.93994632773838e-09,1.73395945519375e-07,NA
"gene-FE838_RS08310",317.259093784645,-3.02862159324985,0.50844982973037,-5.95657902935265,2.57572584979653e-09,9.96827918622109e-08,"rhaD"
"gene-FE838_RS16820",108.345402469276,-3.00778768902812,0.538979081728781,-5.58052768834851,2.39789974884573e-08,7.70048940622233e-07,NA
"gene-FE838_RS14580",295.971653815069,2.99181174121644,0.591583752932045,5.05729193269462,4.25251997425897e-07,1.01289401829719e-05,NA
"gene-FE838_RS17430",170.447103093238,-2.98023884203927,0.551262224743643,-5.40620907486485,6.43726504338777e-08,1.88051200751354e-06,NA
"gene-FE838_RS14110",1.92308607127596,-2.96635283069757,1.08494588284075,-2.73410211293734,0.00625506428185731,0.0372670145634867,NA
"gene-FE838_RS09170",120.250552045496,-2.96387231961552,0.516097841997473,-5.74284966614922,9.30963732278121e-09,3.12252131833728e-07,NA
"gene-FE838_RS21185",562.313459354528,-2.94501573182331,0.553139661596774,-5.3241810998,1.0140883765814e-07,2.83443961059296e-06,NA
"gene-FE838_RS18740",143.148494595316,-2.93065358421333,0.641722858146071,-4.56685241457651,4.95102335289169e-06,8.96729349675744e-05,NA
"gene-FE838_RS03420",11.0516883997068,-2.91859715515422,0.653804022739521,-4.46402446856313,8.04343728422727e-06,0.000135898074712616,NA
"gene-FE838_RS15325",4.35036163984337,2.90983129065588,0.771697461974579,3.77068920663592,0.000162797318511243,0.00184748435643837,NA
"gene-FE838_RS00130",4.13561688808038,-2.90737362484412,1.0699774450324,-2.71722888958288,0.0065831063736105,0.0389142371536663,NA
"gene-FE838_RS16035",5.56965833414433,2.90519364787614,0.712012945653068,4.08025396955594,4.49865220937313e-05,0.000624843472516612,NA
"gene-FE838_RS00260",604.903784850149,-2.90235029299934,0.472453885780439,-6.14313984994534,8.09059898829723e-10,3.36093873568898e-08,NA
"gene-FE838_RS15935",57.5973001899503,2.90221672300571,0.758173591300082,3.82790531918835,0.000129238449535724,0.00154404142347693,NA
"gene-FE838_RS08510",10.5775610066235,-2.89115312890695,0.625898439202651,-4.61920488664275,3.8521333797058e-06,7.23810522862731e-05,NA
"gene-FE838_RS07035",75.1574320424319,-2.8777572951168,0.581161078619196,-4.95173782448436,7.35536564323427e-07,1.69061399150075e-05,NA
"gene-FE838_RS11745",61.7341837337884,-2.86636275913399,0.640128732650438,-4.47779112689706,7.54193383354038e-06,0.000128867458106682,NA
"gene-FE838_RS16690",20.1924834161358,-2.85406207084357,0.607388886148245,-4.69890400685892,2.61561349803697e-06,5.08180114562776e-05,NA
"gene-FE838_RS20045",397.276408070486,-2.81184404800334,0.534425967716316,-5.26142855673496,1.42940430198964e-07,3.89900161410187e-06,"rrf"
"gene-FE838_RS01620",392.305082926624,-2.81086473920624,0.56306737544716,-4.99205754368913,5.97394497844476e-07,1.38718065961015e-05,"rrf"
"gene-FE838_RS21195",270.574440450109,-2.79997813078182,0.632782543947673,-4.42486626339895,9.65020472819457e-06,0.000160647525769357,NA
"gene-FE838_RS04775",418.227124004914,-2.79638316806368,0.588020410836572,-4.75558860973088,1.97869045723448e-06,4.01771766383755e-05,NA
"gene-FE838_RS11260",412.676504811805,-2.79306286719903,0.605842087258927,-4.61021597201339,4.02250864889491e-06,7.49543998444286e-05,NA
