"baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "genenames"
"gene-FE838_RS00625" 703.614423987511 -0.0807749247731306 0.205598994943931 0.679473186460546 0.830182025983096 "dnaE"
"gene-FE838_RS00630" 151.599379932278 0.500562565079395 0.248186190700934 0.0314761055440215 0.121774095857446 NA
"gene-FE838_RS00635" 86.1943854880154 0.486033961710181 0.244517989179201 0.0342023942436611 0.128308567634878 "pssA"
"gene-FE838_RS00640" 35.9049214824543 0.631361445644905 0.399977822395978 0.0638230762160902 0.197533075260736 NA
"gene-FE838_RS00645" 37.0585364311511 0.270736682200453 0.293147351583341 0.312886633096958 0.539303644713751 NA
"gene-FE838_RS00650" 16.6937466569081 0.204412784001633 0.384485682547171 0.532942783820353 0.722937365230245 NA
"gene-FE838_RS00655" 17.2193637679627 0.398509824630819 0.321100057537842 0.169979873183134 0.382349163325002 NA
"gene-FE838_RS00660" 23.0694746601362 0.0299115583054333 0.308128203278242 0.916281602528597 0.962065583750248 NA
"gene-FE838_RS00665" 34.3853622424556 0.185283503339174 0.324058849972033 0.527377063369434 0.719699621138275 NA
"gene-FE838_RS00670" 122.595001439594 0.154972412790307 0.296792402552287 0.570113898653239 0.747642210396856 NA
"gene-FE838_RS00675" 64.7997500743975 -0.115766123679477 0.313425727178149 0.680535948752202 0.830807974103524 NA
"gene-FE838_RS00680" 20.1149313723879 -0.105157172915225 0.336315091994647 0.724093026251324 0.855857492415722 NA
"gene-FE838_RS00685" 103.405403764728 -0.213751006740651 0.230655094755773 0.325653946398019 0.548163966278896 "pyrH"
"gene-FE838_RS00690" 48.3775891436689 0.0488385303660137 0.315148367925696 0.865600324641803 0.936562675068496 NA
"gene-FE838_RS00695" 35.6208346837321 -0.0404961377921814 0.384258232360199 0.899752387369902 0.953893423088484 NA
"gene-FE838_RS00700" 21.8654754125506 0.581924331988621 0.369618310878185 0.0698593156776133 0.210441755365063 NA
"gene-FE838_RS00705" 166.30504668414 -0.632237556775622 0.414047070374264 0.0687309412345599 0.208588272057699 NA
"gene-FE838_RS00710" 12.8541685762239 -0.150754033658585 0.389711634093883 0.647720729739325 0.806844419328656 NA
"gene-FE838_RS00715" 10.7210893195102 1.17269424268596 0.658426875271033 0.0151224021507938 0.0714047114381114 NA
"gene-FE838_RS00720" 404.431329612221 0.0880160794209551 0.171779690083605 0.598455266645871 0.767973893098845 "frr"
"gene-FE838_RS00725" 131.567313009892 0.404746712571441 0.208068763218582 0.042619553682261 0.149135501602224 "rsgA"
"gene-FE838_RS00730" 80.7862199254925 -0.848910690102015 0.475436529576029 0.0270753486912803 0.11054750123906 NA
"gene-FE838_RS00735" 249.001474602567 -1.81281120596808 0.469784752074544 1.44487888689365e-05 0.000227958592329423 NA
"gene-FE838_RS00740" 99.4941134239237 -1.4905598335626 0.46274350714627 0.00021926100478713 0.00239232248114728 NA
"gene-FE838_RS00745" 185.064720507603 -0.482874626490791 0.330595698569861 0.101820022596664 0.270564003707568 "pelA"
"gene-FE838_RS00750" 35.6159866498886 -0.234337696219096 0.304203739870103 0.395526929790443 0.609787517225443 NA
"gene-FE838_RS00755" 1217.34574789059 -0.242941483891845 0.224206850573875 0.253139024272381 0.481077181276076 NA
"gene-FE838_RS00760" 210.426535083769 0.258988017317919 0.361187152948594 0.409216259032702 0.620982354050193 NA
"gene-FE838_RS00765" 179.190743108334 0.300265037523145 0.258317904894443 0.212809829579338 0.434174859773912 "hflX"
"gene-FE838_RS00770" 306.506151216835 -1.31019404187249 0.463751173994216 0.000923800630435569 0.00793732306378037 NA
"gene-FE838_RS00775" 554.580837728317 -1.21849511645263 0.4540317604465 0.00159990811162653 0.0125552581099566 NA
"gene-FE838_RS00780" 564.264670282906 -1.96148718109899 0.31571663621916 5.99757505554091e-11 3.12149653465394e-09 NA
"gene-FE838_RS00785" 668.414577069539 -2.22715188637867 0.283014165205671 3.44875129616414e-16 4.87998308407226e-14 NA
"gene-FE838_RS00790" 1610.57664910609 -2.33275078087177 0.297746992576705 4.12624529218456e-16 5.49518784794461e-14 NA
"gene-FE838_RS00795" 3330.42464375802 -2.34907272742957 0.3171055630933 1.20949592647424e-14 1.19056468588595e-12 NA
"gene-FE838_RS00800" 57.9376511214861 0.242059685129399 0.413396887643135 0.480758658518451 0.682406020618039 NA
"gene-FE838_RS00805" 1375.60958533327 -1.76405209054603 0.35375639002187 8.22628691199497e-08 2.35750804667805e-06 NA
"gene-FE838_RS00810" 390.498288453646 -1.68098286579361 0.355429526073036 3.19765517880878e-07 7.91201237685581e-06 NA
"gene-FE838_RS00815" 43.5196542421734 -0.20588609343254 0.314602446458288 0.461286974600346 0.666892535437538 NA
"gene-FE838_RS00820" 17.6201674131611 0.914402070255044 0.393093276562956 0.00804814453951339 0.0448241063652111 NA
"gene-FE838_RS00825" 1179.56570006201 0.137600271193665 0.332524288079241 0.642588275108692 0.803512290156095 NA
"gene-FE838_RS00830" 221.731256032742 0.437639361591885 0.365616007510366 0.169338613414383 0.381654917261731 "rsmI"
"gene-FE838_RS00835" 158.669580850576 0.513577495592105 0.219624519747229 0.013973273684125 0.0673360779567959 NA
"gene-FE838_RS00840" 0 NA NA NA NA NA
"gene-FE838_RS00845" 62.5642964554682 0.638470544169307 0.277011944387444 0.0120013207397423 0.0604471416124059 NA
"gene-FE838_RS00850" 122.369926674531 -0.176493449275687 0.56128113810734 0.626372664338094 0.790252277548869 NA
"gene-FE838_RS00855" 6.11156681264086 0.39353351488331 0.619768481159095 0.306105049746158 0.532274833045546 NA
"gene-FE838_RS00860" 41.8449423441173 -0.284327574540221 0.329643907865143 0.33088435684027 0.553052015504303 NA
"gene-FE838_RS00865" 32.5567936429214 0.339272897750323 0.271736501425335 0.180559702934017 0.393878439854555 NA
"gene-FE838_RS00870" 10.7527857290635 0.322731205235885 0.374478875730939 0.318511197645055 0.543004029720184 NA
"gene-FE838_RS00875" 52.2238812717262 -0.0998818957577098 0.285457334573654 0.702387577891121 0.84397771409029 NA
"gene-FE838_RS00880" 0.110844561563999 -0.082990372063367 0.728735615794056 0.909288034628583 NA NA
"gene-FE838_RS00885" 0.0254523129951477 -0.0464621275047265 0.725867316278281 0.776068771155208 NA NA
"gene-FE838_RS00890" 0.0853922485688509 -0.0691808998611921 0.727348476854595 0.806861240484093 NA NA
"gene-FE838_RS00895" 0 NA NA NA NA NA
"gene-FE838_RS00900" 0.219550604234678 -0.197792234683276 0.747025707177565 0.749693055402133 NA NA
"gene-FE838_RS00905" 0.143683729404697 -0.0933940009785223 0.729735749833786 0.905239591898438 NA NA
"gene-FE838_RS00910" 1.23349736506461 0.0785782389216997 0.608723026448479 0.776717955204579 0.88745367175532 NA
"gene-FE838_RS00915" 1.0262707869869 -0.0861813855842692 0.633405970041324 0.858029119862765 0.932008342828771 NA
"gene-FE838_RS00920" 0.632410021764816 -0.135601860629472 0.664447129154517 0.799554141472003 NA "traN"
"gene-FE838_RS00925" 0.835672967007039 -0.291346734020545 0.691944202064079 0.47663453368886 0.680605855737356 "traM"
"gene-FE838_RS00930" 0.437707444207682 -0.2487659946568 0.768309553063362 0.498186162785088 NA NA
"gene-FE838_RS00935" 0.256787159518832 -0.239880410250501 0.756723276629672 0.725805985885308 NA "traK"
"gene-FE838_RS00940" 1.04136211600696 -0.0468720332375327 0.616136188807683 0.945781377022918 0.976270605432882 "traJ"
"gene-FE838_RS00945" 0.866931681121497 0.260080938130677 0.683323632683838 0.365656486118171 0.585050377789073 NA
"gene-FE838_RS00950" 0.514859339273616 -0.068176496861269 0.683263213903824 0.958040403561113 NA NA
"gene-FE838_RS00955" 1.18508214879089 -0.0550134937539074 0.667144527421084 0.84272905400184 0.925436184819826 NA
"gene-FE838_RS00960" 38.7343281920467 0.35497942335271 0.383086648973806 0.277456858466653 0.505720459857951 "ltrA"
"gene-FE838_RS00965" 4.09813069685682 -0.52714490378847 0.631341391242801 0.19336812669763 0.411259219204729 NA
"gene-FE838_RS00970" 0.136537409255643 -0.095289254179888 0.730470220546455 0.965200436038608 NA NA
"gene-FE838_RS00975" 0.463422160618793 -0.156048276333802 0.698102526665686 0.767551469786766 NA NA
"gene-FE838_RS00980" 6.84109827493478 -0.435541848012178 0.535388552862726 0.26319243535105 0.491842900235062 NA
"gene-FE838_RS00985" 0.939312443592812 -0.105958272676292 0.691452486224088 0.72872617967203 0.857280369330983 NA
"gene-FE838_RS00990" 0.412120625776031 -0.303157861436663 0.789862627570093 0.434765886118065 NA NA
"gene-FE838_RS24305" 0.0254523129951477 -0.0464621275047265 0.725867316278281 0.776068771155208 NA NA
"gene-FE838_RS01000" 4.21062256989989 -0.672263730806317 0.802690174840399 0.117218166015302 0.29986658515101 NA
"gene-FE838_RS01005" 0.168405443547886 -0.146999383311493 0.735178547941884 0.924343825970641 NA NA
"gene-FE838_RS01010" 0.857088612294908 -0.33864261476382 0.698161083114891 0.41731725602848 0.629660958112949 NA
"gene-FE838_RS01015" 1.18324932368292 -0.204469241676902 0.668763487516814 0.551064605158356 0.735836193499568 NA
"gene-FE838_RS01020" 0.489002759204096 -0.00145558377373625 0.668578256969415 0.813792330456448 NA NA
"gene-FE838_RS01025" 0.615044720001545 -0.357513089682219 0.758032702891347 0.366189651936671 NA NA
"gene-FE838_RS01030" 0.962370415079787 -0.103437394639278 0.641802233785068 0.810405824022455 0.905606508186989 NA
"gene-FE838_RS01035" 0.306961186657169 -0.318311098895586 0.78852705991619 0.523563899589916 NA NA
"gene-FE838_RS01040" 1.84056542996103 -0.209761783811528 0.619364745180453 0.548720856122004 0.734222233014313 NA
"gene-FE838_RS01045" 0.690371576884082 0.072278316793231 0.693280715818152 0.719460846210515 0.853889720343674 NA
"gene-FE838_RS01050" 0.341815973585778 0.0578976763425419 0.687788951631249 0.636160222668917 NA NA
"gene-FE838_RS01055" 13.6110968990406 -0.227465424290314 0.432529256853031 0.517456085328373 0.71022769153285 NA
"gene-FE838_RS01060" 0.828261924347569 0.0404508340800595 0.650141713544145 0.810316331227531 0.905606508186989 NA
"gene-FE838_RS01065" 0.430952871893877 -0.164169735660797 0.695520663033425 0.77142170243103 NA NA
"gene-FE838_RS01070" 4.89197676281136 -0.370814324215748 0.481323449986887 0.322818499221406 0.546233992703486 NA
"gene-FE838_RS01075" 10.7220766072045 -1.01807357690575 0.448591217352752 0.00799650290596693 0.0446472228902012 NA
"gene-FE838_RS01080" 2.26573973242146 -0.164484573755039 0.534711542737609 0.66516653490011 0.818589386312795 NA
"gene-FE838_RS01085" 7.71927639695947 -0.444438156822641 0.482816170630626 0.231157277590712 0.456292525110628 NA
"gene-FE838_RS01090" 1.33082869128694 0.105789596265087 0.63594251834032 0.717398653911548 0.852097650583985 NA
"gene-FE838_RS01095" 5.30690418024586 -0.0960281902519421 0.43163651065033 0.78122442009369 0.890580104275989 NA
"gene-FE838_RS01100" 2.13491572419847 0.265167377247492 0.609710657082153 0.455483787003156 0.662947794133812 NA
"gene-FE838_RS01105" 2.29576252716274 -0.123453546268075 0.586962672890266 0.733107669918961 0.860645975989903 NA
"gene-FE838_RS01110" 0.0254523129951477 -0.0464621275047265 0.725867316278281 0.776068771155208 NA NA
"gene-FE838_RS01115" 3.00756104014953 -0.238093938479735 0.530181635264413 0.530267267633341 0.72173304934973 NA
"gene-FE838_RS01120" 5.60290617075949 1.01071672259935 0.550540274777612 0.0195818982274873 0.0859174759438592 NA
"gene-FE838_RS01125" 4.89921217641512 0.734554069823615 0.629035177380779 0.0932339242675485 0.256790273165121 NA
"gene-FE838_RS01130" 12.3824668018628 1.26384876706778 0.452102898311286 0.00103794758503289 0.00871952999077721 NA
"gene-FE838_RS01135" 42.9817552363572 1.71089103877506 0.649360278195883 0.000941845195237988 0.00807703606825305 NA
"gene-FE838_RS24310" 24.0990184596523 1.1794630493394 0.68458024337603 0.0149814074500892 0.0710405372225346 NA
"gene-FE838_RS01140" 2.79745016244236 0.0127480254460448 0.522270374901767 0.972839065692645 0.988012959801948 NA
"gene-FE838_RS01145" 6.80641906512986 -0.220195205952233 0.553559236706516 0.552582073576209 0.737086326689913 NA
"gene-FE838_RS01150" 1.98050096604169 0.136180313311353 0.584539096506691 0.692918270557034 0.838310602852762 NA
"gene-FE838_RS01155" 2.30287545278941 -0.199985437132596 0.602653226742259 0.56346953232085 0.744279475597669 NA
"gene-FE838_RS01160" 0 NA NA NA NA NA
"gene-FE838_RS01165" 0 NA NA NA NA NA
"gene-FE838_RS01170" 18.2245632235908 1.33322395972791 0.510863689799426 0.00167809876176142 0.0130205310851113 NA
"gene-FE838_RS01175" 2.74284864274029 0.330321350056915 0.56076003694142 0.394117443667898 0.608550093013337 NA
"gene-FE838_RS01180" 1.86818323947534 0.332422700796459 0.727331275244978 0.301343361121764 0.528255028710548 NA
"gene-FE838_RS01185" 5.71964164943801 0.25909002270572 0.496000280415761 0.484096401973234 0.684996408792126 NA
"gene-FE838_RS01190" 2.53709700846385 0.153161674545288 0.545420276574457 0.681646822808237 0.831715659842548 NA
"gene-FE838_RS01195" 3.14584174739468 0.409424909290308 0.532552947530919 0.29256823087863 0.519713201027241 NA
"gene-FE838_RS01200" 5.17862483586249 0.204670431489062 0.443905378446885 0.56634562782047 0.746212051328691 NA
"gene-FE838_RS01205" 1.76190945309969 -0.00705396909669156 0.55138323748542 0.994440660551899 0.997524880589056 NA
"gene-FE838_RS01210" 0.360612030587334 0.0151887643525444 0.691844966801082 0.784084637378736 NA NA
"gene-FE838_RS01215" 0.419976590284247 0.139951884537207 0.691134677546607 0.498428486932204 NA NA
"gene-FE838_RS01220" 0.739020128918147 0.2229950048414 0.729138611993007 0.363713210374294 0.583590863421263 "tnpB"
"gene-FE838_RS01225" 157.96500494563 -0.0799395826871953 0.362513006567592 0.79891857310598 0.898933880996904 NA
"gene-FE838_RS01230" 0.867503753353862 -0.39161900484139 0.732167888370449 0.343657208062081 0.56400139112182 NA
"gene-FE838_RS01235" 1.66720107325754 0.419629292838059 0.67577666742187 0.267500393785793 0.496841939623695 "tnpB"
"gene-FE838_RS01240" 129.130397869542 -0.186566352015444 0.343792087448379 0.538783697567883 0.727350447167657 NA
"gene-FE838_RS01245" 70.3102598057263 0.921179052429762 0.365928290287693 0.00447712706301754 0.0282345840408683 NA
"gene-FE838_RS01250" 255.533776207406 0.595567896802731 0.254849574423827 0.0124794982663593 0.0623275410765705 NA
"gene-FE838_RS01255" 60.8820391271956 1.24865858793816 0.599020316209967 0.00694611271207135 0.0401685802813015 NA
"gene-FE838_RS01260" 9.6025900332517 0.657039649129696 0.436987904283006 0.0693139322661077 0.209342234635363 NA
"gene-FE838_RS01265" 1.49374098398994 0.82317593553148 0.845228143134747 0.0776999926513916 0.225673872178 NA
"gene-FE838_RS01270" 1.40789948661672 -0.797497287438501 0.937250645018697 0.105140200857379 0.276466219211504 NA
"gene-FE838_RS01275" 26.1215281726295 0.00457606793750755 0.338926562397158 0.989058956380552 0.99499199166655 NA
"gene-FE838_RS01280" 36.5024588099847 -0.181690699923855 0.33025359374039 0.531027646675515 0.721884503822375 NA
"gene-FE838_RS01285" 2.80949904319041 -1.29112302724201 1.4193132986064 0.0336785603729571 0.126941355424825 NA
"gene-FE838_RS01290" 3.41802102845632 -0.374037361460152 0.634161561664361 0.309972184946734 0.536060246974607 NA
"gene-FE838_RS01295" 43.8919634651218 -0.602283580162141 0.581678435837022 0.140342356804297 0.337836359175895 NA
"gene-FE838_RS01300" 24.9165201532116 -0.802147261839449 0.646132265215212 0.0688355303395844 0.208765761137065 NA
"gene-FE838_RS01305" 7.68972002605959 0.22903228128564 0.41415819167755 0.508618998231455 0.703417838361483 NA
"gene-FE838_RS01310" 44.4357867548014 -0.157063909463687 0.323016903213764 0.589187803815075 0.762240678764188 NA
"gene-FE838_RS01315" 21.1991714750846 -0.0145813633167551 0.424522254462826 0.964648724282379 0.985598523041229 NA
"gene-FE838_RS01320" 45.2298548466224 0.172846422003956 0.280287062834378 0.502963116678556 0.698594169423467 NA
"gene-FE838_RS01325" 36.5034485068891 0.101678413351711 0.350068713131031 0.743422254139422 0.866241885420305 NA
"gene-FE838_RS01330" 42.3511845101082 0.14468105949021 0.242775724166074 0.528112795063828 0.720269498809943 NA
"gene-FE838_RS01335" 653.859752042136 -3.47646366297422 0.696748591421345 3.25102616344335e-08 1.00826345671722e-06 NA
"gene-FE838_RS01340" 122.330330884878 -1.1520674106143 0.275413408839413 8.5532043554857e-06 0.00014344040489496 NA
"gene-FE838_RS01345" 157.424478853718 -0.566428247953214 0.215772405650499 0.00558427987446905 0.0338495572578258 NA
"gene-FE838_RS01350" 1.52741477270007 0.696560326520996 0.760870797407095 0.120708488840063 0.305345272328383 NA
"gene-FE838_RS01355" 0.110844561563999 -0.082990372063367 0.728735615794056 0.909288034628583 NA NA
"gene-FE838_RS01360" 9.67203887176711 0.0883460027801157 0.380550576710653 0.788333086744462 0.89488347323187 NA
"gene-FE838_RS01365" 3.21923456217311 -0.00935087053663245 0.560237132527581 0.977528390534305 0.989301895580678 NA
"gene-FE838_RS01370" 6.02795238356519 0.436560016671846 0.583086305088677 0.267945465394876 0.497032801027447 NA
"gene-FE838_RS01375" 35.6200047750335 0.598027605631658 0.411159321191856 0.0837082291327386 0.236743441217696 NA
"gene-FE838_RS01380" 13.2807307999409 0.46113312427294 0.378338711711648 0.157405752570873 0.363143841238455 NA
"gene-FE838_RS01385" 11.0106711336013 0.427938474982614 0.495392359002479 0.255504209387555 0.483591754211239 "cls"
"gene-FE838_RS01390" 28.3435519522749 -0.173161323528291 0.48528224912722 0.635311237979755 0.797972062572075 NA
"gene-FE838_RS01395" 22.482871643755 0.0682633056974027 0.286086129215289 0.795798287325996 0.897808124091884 NA
"gene-FE838_RS01400" 48.937103324688 -0.123359745926767 0.28664349428389 0.638197570323604 0.800043908755614 "rlmJ"
